id,label,count,type
227608,Impaired Skin Treatment #9,4044,Text
225732,PICC Line Tip Cultured,4043,Checkbox
229001,Self harm NCP - Expected outcomes,3992,Text
228182,SVI (PiCCO),3971,Numeric
229123,Elimination NCP - Plan revised,3956,Text
228836,Pressure ulcer #4- Tunneling present,3948,Text
224991,Undermining Present #7,3940,Text
228872,HM II- Mean BP,3939,Numeric
228173,Impella Position,3874,Text
228871,HM II- Backup Cont in room with pt settings,3865,Checkbox
228784,Pressure ulcer #2- Cleanse,3850,Text
227989,Intra Cranial Pressure #2,3840,Numeric
228869,HM II- Perc Lock fully engaged,3824,Checkbox
225044,Incision Packing #3,3814,Text
227446,Brain Natiuretic Peptide (BNP),3808,Numeric with tag
228870,HM II- Sys Cont in Prim Mode,3780,Checkbox
228178,CO (PiCCO),3748,Numeric
228846,Pressure ulcer #4- Undermining present,3729,Text
229155,Palliative Care NCP - Problem resolved,3727,Text
227620,Surrounding Tissue #9,3722,Text
227761,Sheath Placement Confirmed by X-ray,3711,Text
224680,Cuff Volume/units,3694,Text
225806,Volume In (PD),3691,Numeric
225017,Incision Drainage #6,3668,Text
227607,Impaired Skin Site #10,3662,Text
227764,Tunneled (Hickman) Placement Confirmed by X-ray,3649,Text
227802,GI Guaiac QC,3637,Checkbox
228097,14 Gauge placed in the field,3626,Checkbox
228185,SVRI (PiCCO),3620,Numeric
225807,Volume Out (PD),3619,Numeric
224456,PT Splint Location #2,3608,Text
227787,Impaired Skin  - Dressing Status  #8,3597,Text
228737,Pressure ulcer #5- Wound Base,3587,Text
228521,Impaired Skin #4- Cleanse,3538,Text
224440,Chest Tube Site #4,3532,Text
227612,Impaired Skin Type #9,3451,Text
229704,CP-Pain Management,3417,Text
224411,Epidural Bolus (mL),3412,Numeric
227598,Impaired Skin Drainage #9,3392,Text
228553,Pressure Ulcer #5- Type,3382,Text
228510,Pressure Ulcer #5- Location,3378,Text
228747,Pressure ulcer #5- Surrounding tissue,3261,Text
225371,Pheresis Catheter Site Appear,3252,Text
227609,Impaired Skin Treatment #10,3244,Text
229505,Surgibra,3242,Checkbox
228599,Incision #6- Dressing Status,3230,Text
224019,Bladder Irrigation,3207,Text
227967,Restraint/Seclusion Observer Sheet,3160,Text
225953,Solution (Peritoneal Dialysis),3117,Text
225182,PT Splint Status #2,3106,Text
228817,Pressure ulcer #5- Stage,3097,Text
227568,Airway Size (mm),3087,Text
228382,Total Peripheral Resistance Index (TPRI) (NICOM),3087,Numeric
228903,Altered Respiratory Status NCP - Goal,3083,Text
227115,PCA bolus units,3076,Text
225240,14 Gauge Site Appear,3061,Text
227617,Impaired Skin Wound Base #10,2990,Text
228199,Type (Tandem Heart),2990,Text
227604,Impaired Skin Odor #9,2963,Checkbox
228195,Pump Speed,2962,Numeric
229235,Brain Tissue Oxygenation,2938,Numeric
228198,Tandem Heart Flow,2916,Numeric
227600,Impaired Skin Drainage Amount #9,2913,Text
224854,Reason for Restraint (Acute Medical/Surgical)_V1,2911,Text
226122,Pheresis Catheter placed in outside facility,2877,Checkbox
224985,Tunneling Present #8,2875,Text
224176,MDI #3 Drug,2874,Text
227621,Surrounding Tissue #10,2874,Text
228535,Impaired Skin #7- Treatment,2863,Text
224971,Pressure Ulcer Stage #8,2857,Text
224922,Impaired Skin Length #8,2853,Numeric
228712,VAP - Prophy,2849,Text
227594,Impaired Skin Cleanse #9,2837,Text
224957,Impaired Skin Width #8,2835,Numeric
224063,Restraint Type,2822,Text
227589,GI #2 Tube Place Method,2815,Text
225963,Peritoneal Dialysis Catheter Type,2786,Text
228187,Cannulas Visible,2784,Checkbox
224419,Negative Insp. Force,2780,Numeric
227613,Impaired Skin Type #10,2780,Text
228582,Impaired Skin #7- Type,2768,Text
224367,Epidural Total Dose (mL),2754,Numeric
228373,Passive Leg Raise Performed,2753,Text
227444,C Reactive Protein (CRP),2749,Numeric with tag
228605,Impaired Skin #6- Dressing Status,2743,Text
225951,Peritoneal Dialysis Fluid Appearance,2729,Text
228806,Pressure ulcer #4- Dressing status,2727,Text
228186,Access Site Observed (Tandem Heart),2723,Checkbox
228196,Return Site Observed (Tandem Heart),2723,Checkbox
228692,Glucose Control - Prophy,2719,Text
225965,Peritoneal Dialysis Catheter Status,2706,Text
228312,GI #3 Tube Place Method,2697,Text
225387,Presep Catheter Site Appear,2692,Text
227599,Impaired Skin Drainage #10,2668,Text
229705,CP-Pain Assessment Method,2667,Text
224446,GI #3 Tube Drainage,2665,Text
228193,Oxygenator/ECMO,2655,Checkbox
224068,Restraints Evaluated_V1,2649,Text
228381,Total Peripheral Resistance (TPR) (NICOM),2647,Numeric
229452,Exam-Neuro,2622,Text
224992,Undermining Present #8,2614,Text
224705,P High (APRV),2609,Numeric
228184,SVV (PiCCO),2593,Numeric
228765,Pressure ulcer #3- Drainage amount,2586,Text
224707,T High (APRV),2576,Numeric
224706,P Low (APRV),2573,Numeric
228698,Abdominal - (GI / Hepatic / Renal),2566,Text
224709,T Low (APRV),2549,Numeric
228503,Impaired Skin #8- Location,2525,Text
229868,Risk Factors for Pressure Injury,2519,Text
228858,Impaired Skin #6- Type,2503,Text
229333,Activity Intolerance NCP - Plan revised,2502,Text
224899,Impaired Skin Depth #6,2493,Numeric
220650,Total Protein,2478,Numeric
228568,Incision #4- Cleanse,2476,Text
229236,Cerebral Temperature (C),2469,Numeric
229821,Device (VAD),2469,Text
224359,QTc,2468,Numeric
225022,Incision Drainage Amount #6,2451,Text
228192,Oxygenator Sweep Rate,2449,Numeric
229829,Speed (VAD),2436,Numeric
229823,Flow (VAD),2425,Numeric
228180,GEDI (PiCCO),2406,Numeric
224812,CT #4 Suction Type,2397,Text
224437,CT #4 Suction Amount,2384,Text
228179,ELWI (PiCCO),2376,Numeric
227440,Digoxin,2367,Numeric with tag
229288,Nutrition,2365,Text
229292,GI Prophy,2364,Text
227549,ScvO2 (Presep),2356,Numeric
229147,Metabolic disturbance NCP - Plan revised,2350,Text
225724,Cordis/Introducer Line Tip Cultured,2348,Checkbox
228713,Vascular,2330,Text
229560,Cardiac Assist Cannula Position,2299,Text
227758,Pheresis Catheter Placement Confirmed by X-ray,2296,Text
226116,Presep Catheter placed in outside facility,2285,Checkbox
229822,Driveline Lock Engaged (VAD),2285,Text
228704,Neurological,2276,Text
229859,Power (Watts) (VAD),2275,Numeric
225739,Cordis/Introducer Discontinued,2264,Text
227595,Impaired Skin Cleanse #10,2260,Text
229334,Activity Intolerance  NCP - Problem resolved,2224,Text
228727,Pressure ulcer #5- Length,2218,Numeric
228624,Pressure Ulcer #5- Width,2208,Numeric
229819,Backup Controller (VAD),2207,Text
229454,Exam-Ext/MSK,2204,Text
229540,Sheath Type,2204,Text
228007,14 G Phlebitis Scale,2190,Text
227670,Violent Restraints,2187,Text
227128,Indwelling (PortaCath) Port #2,2172,Text
228008,14 G Infiltration Scale,2172,Text
227601,Impaired Skin Drainage Amount #10,2152,Text
227605,Impaired Skin Odor #10,2150,Checkbox
229830,System controller in primary mode (VAD),2147,Text
228756,Pressure ulcer #4- Drainage,2144,Text
229302,GI #3 Tube Mark (CM),2131,Numeric
229827,Mean BP (VAD),2112,Numeric
228775,Pressure ulcer #3- Odor,2093,Checkbox
228837,Pressure ulcer #5- Tunneling present,2080,Text
228176,CFI (PiCCO),2076,Numeric
227476,Incision Site #5,2068,Text
228543,Pressure Ulcer #5- Treatment,2067,Text
227788,Impaired Skin  - Dressing Status #9,2065,Text
229828,Pulsatility Index (VAD),2040,Numeric
229113,Self harm NCP - Problem resolved,2031,Text
228975,Altered Mental Status  NCP - Goal,2023,Text
224433,CT #4 Dressing,2003,Text
224676,Nausea and Vomiting (CINA),1988,Text
225026,Incision Dressing #5,1988,Text
224668,Sweating,1982,Text
224669,Restlessness,1978,Text
224667,Goose Flesh,1977,Text
224670,Lacrimation,1974,Text
228738,Pressure ulcer #6- Wound Base,1973,Text
224674,Changes in Temperature,1972,Text
224673,Abdominal Changes: Observation,1970,Text
224677,Tremor (CINA),1970,Text
220120,Intra Aortic Ballon Pump Setting,1968,Text
224671,Pupils,1964,Text
224675,Muscle Aches,1958,Text
227348,Low risk (25-50) interventions,1954,Checkbox
224666,Nasal Congestion,1941,Text
224672,Yawning,1941,Text
225388,Presep Catheter Waveform Appear,1941,Text
225031,Dressing Status #5,1932,Text
229880,PICC Biopatch,1928,Checkbox
228878,PeCO2,1917,Numeric
224431,CT #4 Drainage,1916,Text
228191,Infusion Pressure of Line,1911,Numeric
229882,CVL Biopatch,1908,Checkbox
228522,Impaired Skin #5- Cleanse,1902,Text
224429,CT #4 Crepitus,1885,Text
225990,Pericardial Drain Flush,1885,Checkbox
224781,CT #4 Leak,1866,Text
224175,MDI #3 Puff,1864,Numeric
224435,CT #4 Fluctuate,1863,Text
228164,Impella Catheter Site,1858,Text
228847,Pressure ulcer #5- Undermining present,1855,Text
227812,Medication Infusion Rate - Adjunctive Pain Management,1836,Numeric
229293,Pain Control,1820,Text
227362,Pheresis Catheter Dressing Occlusive,1814,Checkbox
228926,Impaired Tissue Perfusion NCP - Goal,1809,Text
229263,Speed (RVAD),1807,Numeric
228162,Impella Catheter Position,1800,Numeric
229255,Flow (RVAD),1799,Numeric
228867,Assist Device,1793,Text
229317,StO2,1788,Numeric
229154,Palliative Care NCP - Plan revised,1783,Text
225989,Pericardial Drain Aspiration,1777,Checkbox
224447,Family Meeting,1755,Checkbox
226815,Airway problems,1739,Text
225810,Dwell Time (Peritoneal Dialysis),1717,Numeric
229259,Flow Alarm (Lo) (RVAD),1711,Numeric
229257,Flow Alarm (Hi) (RVAD),1708,Numeric
228511,Pressure Ulcer #6- Location,1707,Text
228554,Pressure Ulcer #6- Type,1700,Text
228748,Pressure ulcer #6- Surrounding tissue,1691,Text
228785,Pressure ulcer #3- Cleanse,1688,Text
227789,Impaired Skin  - Dressing Status #10,1681,Text
227586,GI pH,1677,Numeric
229265,Suction events (RVAD),1666,Text
227602,Impaired Skin Length #9,1663,Numeric
224855,Patient/Family Informed_V1,1659,Checkbox
227731,AVA Line Zero/Calibrate,1657,Checkbox
225045,Incision Packing #4,1656,Text
229464,Discussed on Rounds,1652,Checkbox
220580,Ammonia,1615,Numeric
224420,Vital Cap,1606,Numeric
225952,Medication Added #1 (Peritoneal Dialysis),1594,Text
227614,Impaired Skin Width #9,1591,Numeric
228174,Impella Line Site Appear,1591,Text
227364,RIC Dressing Occlusive,1570,Checkbox
228190,Infusate Drops/Minute,1569,Numeric
226140,RIC placed in outside facility,1566,Checkbox
227622,Tunneling Present #9,1563,Text
225745,PA Catheter Discontinued,1555,Text
229251,Cannula sites visually inspected (RVAD),1553,Text
229375,UF Heparin (Anti-Xa),1550,Numeric with tag
228818,Pressure ulcer #6- Stage,1544,Text
228200,Vibration in Line,1519,Checkbox
224070,Sitter,1510,Text
228606,Impaired Skin #7- Dressing Status,1504,Text
225001,Incision Cleansing #5,1491,Text
227679,Restraint Device (Violent),1488,Text
229706,CP-Pain Assessment Method-Post,1469,Text
227129,Pheresis Catheter Type,1434,Text
228536,Impaired Skin #8- Treatment,1430,Text
228188,Change in Blood Color,1420,Checkbox
229670,Dual Signal Screen (R),1416,Text
224167,Manual Blood Pressure Systolic Left,1400,Numeric
228377,SVI Change,1392,Numeric
228583,Impaired Skin #8- Type,1380,Text
229253,Emergency Equipment at bedside (RVAD),1380,Text
224178,Small Volume Neb Dose #2,1364,Numeric
228372,Leg Raise Result (NICOM),1362,Text
229261,Flow Sensor repositioned (RVAD),1353,Text
228691,Febrile last 24 hours,1350,Text
225636,D-Dimer,1347,Numeric
228807,Pressure ulcer #5- Dressing status,1347,Text
225771,Sheath Zero/Calibrate,1340,Checkbox
227619,Pressure Ulcer Stage #10,1330,Text
228370,CO / CI Change,1326,Numeric
227653,Pad Change/Hour,1317,Text
227460,Phenobarbital,1311,Numeric with tag
227624,Undermining Present #9,1305,Text
229559,Cardiac Assist Cannula Site Appear,1305,Text
224643,Manual Blood Pressure Diastolic Left,1296,Numeric
227618,Pressure Ulcer Stage #9,1294,Text
224749,Nitric Oxide,1290,Numeric
225725,Dialysis Catheter Tip Cultured,1286,Checkbox
227623,Tunneling Present #10,1276,Text
229592,Exam-GU,1275,Text
229594,Exam-GI/GU,1275,Text
228504,Impaired Skin #9- Location,1274,Text
228766,Pressure ulcer #4- Drainage amount,1269,Text
227775,Skeletal Traction #1 - Pounds,1262,Numeric
229824,HCT (VAD),1262,Numeric
228569,Incision #5- Cleanse,1253,Text
225108,Tobacco use,1240,Checkbox
227815,Site Appearance - Adjunctive Pain Management,1232,Text
227807,In-line Suction Catheter Changed,1229,Checkbox
224856,Restraints Ordered,1207,Checkbox
228895,Impaired Fluid Balance NCP - Goal,1196,Text
228445,Angio Appearance # 3,1188,Text
228728,Pressure ulcer #6- Length,1156,Numeric
228625,Pressure Ulcer #6- Width,1152,Numeric
229537,Pheresis Catheter Type,1148,Text
229680,Impella Line Type,1144,Text
227243,Manual Blood Pressure Systolic Right,1136,Numeric
227677,Reason for Restraint/Seclusion (Violent),1135,Text
227760,Presep Catheter Placement Confirmed by X-ray,1128,Text
228859,Impaired Skin #7- Type,1124,Text
228707,Progress,1122,Text
227625,Undermining Present #10,1107,Text
225730,PA Catheter Line Tip Cultured,1104,Checkbox
229087,Critically ill,1096,Text
224452,Traction/Immobile Location #2,1090,Text
227652,Lochia Estimate,1088,Text
229256,Flow Alarm (Hi) (LVAD),1088,Numeric
229258,Flow Alarm (Lo) (LVAD),1088,Numeric
228449,Angio Site # 3,1086,Text
229264,Suction events (LVAD),1084,Text
228447,Angio Dressing # 3,1075,Text
224713,Circuit Changed,1069,Text
228776,Pressure ulcer #4- Odor,1068,Checkbox
228986,Safety Restraints NCP - Goal,1067,Text
227648,Clots,1064,Text
228302,CAM-ICU RASS LOC,1057,Text
228613,Pressure Ulcer #4- Depth,1054,Numeric
228838,Pressure ulcer #6- Tunneling present,1046,Text
229250,Cannula sites visually inspected (LVAD),1046,Text
227242,Manual Blood Pressure Diastolic Right,1042,Numeric
229262,Speed (LVAD),1039,Numeric
224900,Impaired Skin Depth #7,1036,Numeric
229254,Flow (LVAD),1030,Numeric
228523,Impaired Skin #6- Cleanse,1025,Text
220128,Right Ventricular Assist Device Flow,1019,Numeric
228017,RIC Phlebitis Scale,1018,Text
228018,RIC Infiltration Scale,1015,Text
228544,Pressure Ulcer #6- Treatment,1003,Text
229502,MDnoteConsent,1001,Text
223775,VAD Beat Rate R,1000,Numeric
224659,Vacuum Assist,997,Numeric
228757,Pressure ulcer #5- Drainage,989,Text
229534,Multi Lumen - Obturator in place,983,Text
225389,Presep Catheter Zero/Calibrate,982,Checkbox
225738,CCO PAC Discontinued,973,Text
228719,Vented,969,Checkbox
227603,Impaired Skin Length #10,966,Numeric
228848,Pressure ulcer #6- Undermining present,948,Text
229252,Emergency Equipment at bedside (LVAD),947,Text
227772,Traction/Immobile #2,941,Text
228292,IO Placed in outside facility,932,Text
229015,Incision #7- Location,932,Text
229416,Disposition,930,Text
224750,Nitric Oxide Tank Pressure,927,Numeric
224859,Status and Comfort (Behavioral),920,Text
227581,BiPap bpm (S/T -Back up),920,Numeric
227615,Impaired Skin Width #10,919,Numeric
227470,Sed Rate,916,Numeric with tag
228739,Pressure ulcer #7- Wound Base,916,Text
229079,Pain Controlled,909,Text
229455,Exam-Skin,906,Text
228301,CAM-ICU Inattention,900,Text
228175,Calibrated (PiCCO),899,Checkbox
229840,Circuit Configuration (CH),896,Text
227649,Fundus Character,880,Text
229675,Performance Level (R),878,Text
228701,Hematological / Skin,872,Text
229865,No Pressure Injury Present,870,Checkbox
228171,Impella Placement Confirmed,868,Text
229673,Motor Current (mA) High (R),864,Numeric
229028,Incision #7- Treatment,862,Text
229674,Motor Current (mA) Low (R),861,Numeric
228689,Discharge from ICU,859,Text
229671,Flow Rate (Impella) (R),857,Numeric
229677,Purge Pressure (R),850,Numeric
229678,Purge Solution Flow Rate (R),850,Numeric
229668,Pulmonary Artery Pressure Signal - Diastolic,849,Numeric
229669,Pulmonary Atrtery Pressure Signal - Systolic,848,Numeric
227651,Lochia Character,846,Text
227636,Knee Location - CPM,842,Text
228210,Tandem Heart Access Line Position,839,Text
228172,Impella Postion Confirmed,832,Text
228293,IO Site Appearance,821,Text
228907,Altered Respiratory Status NCP - outcomes met,818,Text
229033,Incision Appearance #7,816,Text
228290,IO Dressing,814,Text
229082,Rounds included,814,Text
228749,Pressure ulcer #7- Surrounding tissue,808,Text
229112,Self harm NCP - Plan revised,807,Text
225032,Dressing Status #6,804,Text
229260,Flow Sensor repositioned (LVAD),804,Text
228705,Nutrition,790,Text
229881,Dialysis/Pheresis Biopatch,785,Checkbox
224814,GI #1 Tube Place Method,776,Text
228223,Tandem Heart Return Cannula Position,775,Text
228555,Pressure Ulcer #7- Type,775,Text
227477,Incision Site #6,770,Text
228512,Pressure Ulcer #7- Location,770,Text
228930,Impaired Tissue Perfusion NCP - Outcomes met,766,Text
228786,Pressure ulcer #4- Cleanse,762,Text
225027,Incision Dressing #6,760,Text
227451,Tobramycin (Random),760,Numeric with tag
228505,Impaired Skin #10- Location,756,Text
228945,Infection NCP - Goal,756,Text
228697,Mobilization Plan,753,Text
229041,Incision Closure #7,753,Text
229845,Speed (CH),753,Numeric
229842,Flow (CH),751,Numeric
228819,Pressure ulcer #7- Stage,747,Text
229846,Sweep (CH),746,Text
229850,Pven (CH),744,Numeric
229851,Part (CH),744,Numeric
229841,FiO2 (CH),743,Numeric
229852,Delta P (CH),741,Numeric
228607,Impaired Skin #8- Dressing Status,736,Text
229843,Flow Alarm (Hi) (CH),734,Numeric
229844,Flow Alarm (Lo) (CH),734,Numeric
227650,Fundus Location (Breadth),732,Text
225747,PICC Line Discontinued,727,Text
228935,Post-op Care NCP - Goal,723,Text
228216,Tandem Heart Access Line Type,720,Text
229625,Patient on Veletri,720,Checkbox
229045,Incision Drainage #7,718,Text
228614,Pressure Ulcer #5- Depth,713,Numeric
227596,Impaired Skin Depth #9,712,Numeric
224457,PT Splint Location #3,711,Text
228537,Impaired Skin #9- Treatment,710,Text
229160,Timespent,700,Numeric
228294,IO Wristband in place,698,Text
229448,See eMAR for meds,698,Checkbox
229434,Unable to obtain,697,Checkbox
225692,Total Granulocyte Count (TGC),696,Numeric
228226,Tandem Heart Return Cannula Site Appear,690,Text
229853,Art Bubble On (CH),690,Checkbox
228570,Incision #6- Cleanse,689,Text
228886,Pain NCP - Goal,688,Text
228214,Tandem Heart Access Line Site Appear,686,Text
228710,Sedation goal,684,Text
224704,ATC %,682,Numeric
229037,Incision #7- Dressing Status,676,Text
229761,Creatinine (whole blood),673,Numeric
224711,Recruitment Duration,655,Numeric
227642,Breast Feeding,654,Text
229377,Part 1 Question,649,Text
228163,Impella Catheter Repositioned,642,Checkbox
227134,ATC Tube #,641,Text
224192,Pulsus Paradoxus,639,Numeric
223840,ETT Re-taped,638,Text
225190,Pin Care,637,Checkbox
224712,Recruitment Mode,635,Text
228626,Pressure Ulcer #7- Width,624,Numeric
228729,Pressure ulcer #7- Length,624,Numeric
228584,Impaired Skin #9- Type,623,Text
228208,Tandem Heart Access Line Dressing Occlusive,621,Checkbox
228219,Tandem Heart Return Cannula Dressing Occlusive,621,Checkbox
224091,Continuous Pressure Machine Status,612,Text
229379,Swallow Eval,610,Text
228808,Pressure ulcer #6- Dressing status,607,Text
229676,Placement Monitoring Screen (R),605,Text
225740,Dialysis Catheter Discontinued,603,Text
229453,Exam-GI/GU,600,Text
227943,Anticipated Discharge,599,Text
225194,PT Splint Status #3,593,Text
224901,Impaired Skin Depth #8,590,Numeric
228860,Impaired Skin #8- Type,589,Text
225395,Triple Introducer Site Appear,585,Text
225723,CCO PAC Line Tip Cultured,581,Checkbox
229355,Absolute Neutrophil Count,580,Numeric
224646,Orthostatic BPs sitting,576,Numeric
226094,Orthostatic BPd sitting,575,Numeric
229378,Part 2 Question,574,Text
225002,Incision Cleansing #6,572,Text
228706,Pain control old,568,Text
229831,System power module and self test (VAD),567,Text
229855,Delta P Alarm (CH),566,Numeric
224710,Recruitment Press,563,Numeric
224857,Less Restrictive Measures (Behavioral),562,Text
228767,Pressure ulcer #5- Drainage amount,557,Text
225760,RIC Site Appear,548,Text
227419,Presep Catheter Dressing Occlusive,548,Checkbox
228524,Impaired Skin #7- Cleanse,536,Text
229847,SvO2 Alarm (Lo) (CH),531,Numeric
226120,Triple Introducer placed in outside facility,529,Checkbox
224166,Doppler BP,527,Numeric
224645,Orthostatic BPs lying,527,Numeric
223765,Orthostatic HR sitting,526,Numeric
226092,Orthostatic BPd lying,525,Numeric
228102,Enema administration,523,Text
228979,Altered Mental Status  NCP - outcomes met,521,Text
225764,Sheath Line Discontinued,520,Text
229848,Pven Alarm (Lo) (CH),519,Numeric
229849,Part Alarm (Hi) (CH),519,Numeric
227831,Grooming,510,Text
223766,Orthostatic BPs standing,508,Numeric
226096,Orthostatic BPd standing,506,Numeric
224389,Heart Sounds,501,Text
228839,Pressure ulcer #7- Tunneling present,496,Text
228225,Tandem Heart Return Cannula Site,494,Text
228740,Pressure ulcer #8- Wound Base,494,Text
227354,Triple Introducer Dressing Occlusive,491,Checkbox
223764,Orthostatic HR lying,490,Numeric
228777,Pressure ulcer #5- Odor,481,Checkbox
229472,24 Gauge placed in outside facility,480,Checkbox
229466,24 G Infiltration Scale,478,Text
226183,Estimated Energy Needs/Kg,477,Numeric
229467,24 G Phlebitis Scale,477,Text
226131,ICP Line Tip Cultured,472,Checkbox
229626,Pulmonary Artery Pressure Alarm - High (Veletri),472,Numeric
228222,Tandem Heart Return Cannula Migration,471,Checkbox
229627,Pulmonary Artery Pressure Alarm - Low (Veletri),471,Numeric
228513,Pressure Ulcer #8- Location,470,Text
228556,Pressure Ulcer #8- Type,469,Text
229473,24 Gauge placed in the field,467,Checkbox
224647,Orthostatic HR standing,464,Numeric
228750,Pressure ulcer #8- Surrounding tissue,461,Text
227836,LE Dressing,460,Text
224392,ETT Position Change,459,Text
224444,GI #3 Tube Place Check,458,Text
229629,PAP Alarm Source (Veletri),458,Text
226184,Estimated Protein Needs/Kg,450,Numeric
227683,Restraint/Seclusion Observer Sheet,450,Text
224858,Patient Behavior During Application,446,Text
228545,Pressure Ulcer #7- Treatment,441,Text
229433,Systems reviewed,438,Checkbox
228758,Pressure ulcer #6- Drainage,436,Text
228379,TFCd0 (NICOM),433,Numeric
224181,Small Volume Neb Drug #1,430,Text
228451,Compression device # 3,428,Text
229049,Incision Drainage Amount #7,427,Text
228213,Tandem Heart Access Line Repositioned,426,Checkbox
228849,Pressure ulcer #7- Undermining present,426,Text
227991,Intra Cranial Pressure #2 Alarm - Low,425,Numeric
227441,LDL measured,419,Numeric with tag
220194,Temporary AV interval,415,Numeric
227990,Intra Cranial Pressure #2 Alarm - High,415,Numeric
227837,Toileting,413,Text
228608,Impaired Skin #9- Dressing Status,413,Text
227447,Gentamicin (Random),412,Numeric with tag
228380,Thoracic Fluid Content (TFC) (NICOM),412,Numeric
228627,Pressure Ulcer #8- Width,411,Numeric
228730,Pressure ulcer #8- Length,411,Numeric
225961,Medication Added Units #1 (Peritoneal Dialysis),410,Text
228224,Tandem Heart Return Cannula Repositioned,410,Checkbox
227835,UE Dressing,405,Text
228820,Pressure ulcer #8- Stage,405,Text
227675,Face to Face Eval (Violent),404,Text
229634,Daily Activity (AM-PAC),401,Text
224112,Traction/Immobile #1,390,Text
225959,Medication Added Amount  #1 (Peritoneal Dialysis),390,Numeric
228694,ICU Consent,386,Text
225046,Incision Packing #5,381,Text
229825,High Watts Alarm (VAD),376,Numeric
229826,Low Flow Alarm (VAD),376,Numeric
227830,Self Feeding,373,Text
228787,Pressure ulcer #5- Cleanse,368,Text
227672,Violent Restraints Ordered,365,Text
228538,Impaired Skin #10- Treatment,358,Text
227858,Rest HR - Aerobic Capacity,351,Numeric
227452,Tobramycin (Trough),348,Numeric with tag
229475,Indwelling Port (PortaCath) Power Port,347,Checkbox
225742,IABP Line Discontinued,345,Text
227644,Breast Feeding - R,340,Text
228861,Impaired Skin #9- Type,339,Text
227597,Impaired Skin Depth #10,338,Numeric
228378,TFCd (NICOM),338,Numeric
227861,Rest O2 Sat - Aerobic Capacity,335,Numeric
227643,Breast Feeding - L,334,Text
228585,Impaired Skin #10- Type,333,Text
228203,Tandem Heart Access Line Cannula Site,331,Text
225728,Midline Tip Cultured,325,Checkbox
227449,Gentamicin (Trough),325,Numeric with tag
228840,Pressure ulcer #8- Tunneling present,325,Text
225191,Ostomy Care,323,Checkbox
228212,Tandem Heart Access Line Pump Housing Checked,322,Checkbox
227638,Medication Added #2 (Peritoneal Dialysis),315,Text
228809,Pressure ulcer #7- Dressing status,314,Text
226125,ICP Line Discontinued,313,Text
226504,Phenytoin (Free),312,Numeric
227860,Rest RR - Aerobic Capacity,312,Numeric
228897,Impaired Fluid Balance NCP - Outcomes met,312,Text
225047,Incision Packing #6,311,Text
227763,Triple Introducer Placement Confirmed by X-ray,311,Text
228990,Safety Restraints NCP - Outcomes met,311,Text
228939,Post-op Care NCP - Outcomes met,308,Text
226272,EF (CCO),307,Numeric
227469,Thrombin,306,Numeric with tag
227832,UE Bathing,306,Text
227834,LE Bathing,303,Text
224061,Reason for Restraint (Behavioral)_V1,292,Text
228889,Pain NCP - Outcomes met,291,Text
225397,Triple Introducer Waveform Appear,290,Text
227725,AVA Line Discontinued,290,Text
228525,Impaired Skin #8- Cleanse,289,Text
228850,Pressure ulcer #8- Undermining present,289,Text
227870,Recovery HR - Aerobic Capacity,288,Numeric
228955,Coping/Knowledge Deficit  NCP - Goal,287,Text
225239,14 Gauge Reason Discontinued,285,Text
227873,Recovery O2 Sat - Aerobic Capacity,279,Numeric
227726,AVA Line Tip Cultured,276,Checkbox
227846,Supine / Side-lying to Sit,276,Text
227864,Activity HR - Aerobic Capacity,275,Numeric
228211,Tandem Heart Access Line Postion Confirmed,273,Text
228949,Infection NCP - outcomes met,270,Text
228768,Pressure ulcer #6- Drainage amount,262,Text
227808,Heliox,261,Text
228615,Pressure Ulcer #6- Depth,260,Numeric
227645,Breast Feed - L (Minutes),259,Numeric
227813,Medication Bolus - Adjunctive Pain Management,257,Checkbox
227646,Breast Feed - R (Minutes),256,Numeric
229765,Anxiety/Irritability (COWS),252,Text
229768,Gooseflesh Skin (COWS),252,Text
229771,Restlessness (COWS),252,Text
229772,Runny Nose/Tearing (COWS),252,Text
229773,Sweating (COWS),252,Text
229775,Yawning (COWS),252,Text
229774,Tremor (COWS),251,Text
228641,EtCO2 Clinical indication,250,Text
229767,GI Upset (COWS),250,Text
227867,Activity O2 Sat - Aerobic Capacity,248,Numeric
229769,Pupil Size (COWS),248,Text
229770,Resting Pulse Rate (COWS),248,Text
229766,Bone/Joint Aches (COWS),247,Text
229601,Arm Immobilizer,245,Text
229016,Incision #8- Location,239,Text
228227,Tandem Heart Return Cannula Size,238,Text
229337,Domestic Violence NCP - Expected outcomes,234,Text
228546,Pressure Ulcer #8- Treatment,232,Text
227872,Recovery RR - Aerobic Capacity,230,Numeric
227866,Activity RR - Aerobic Capacity,228,Numeric
224453,Traction/Immobile Location #3,225,Text
225956,Reason for CRRT Filter Change,225,Text
225735,Trauma Line Tip Cultured,219,Checkbox
227845,Rolling,219,Text
227806,ScvO2 (Presep) SQI,218,Text
228778,Pressure ulcer #6- Odor,217,Checkbox
228514,Pressure Ulcer #9- Location,216,Text
228557,Pressure Ulcer #9- Type,216,Text
229029,Incision #8- Treatment,214,Text
224660,ECMO,213,Numeric
229240,P1 Alarm - High,212,Numeric
228916,Altered Skin Integrity NCP - outcomes met,211,Text
225750,Trauma Line Discontinued,210,Text
228759,Pressure ulcer #7- Drainage,207,Text
229241,P1 Alarm - Low,205,Numeric
